Metal,Cluster,Method,Energy_1(meV),Energy_2(meV),Energy_3(meV),Energy_4(meV)
Ag,4,HSE06-D4,0.0,242.78013999999982,738.2185300000001,918.3324700000002
Ag,4,B3LYP,0.0,110.92603999999983,435.46909999999974,880.8338099999995
Ag,4,B3LYP-D2,0.0,130.7566299999996,484.8009199999996,644.0711500000002
Ag,4,B3LYP-D30,0.0,120.08772999999984,466.1948599999999,788.0345000000002
Ag,4,B3LYP-D3,0.0,186.81061999999926,599.3958399999997,841.3382699999996
Ag,4,B3LYP-D4,0.0,260.32669999999933,744.7893799999994,890.5539199999995
Ag,4,B2PLYP,0.0,228.67590124804582,732.0497988666422,980.2413477831677
Ag,4,HF,0.0,51.225684694938025,356.4977410073829,752.1290919884078
Ag,4,MP2,0.0,442.49090541928194,1279.3143560306428,1225.3457059181644
Ag,4,CCSD,0.0,275.35077862297493,849.6361415032353,1014.3476487738661
Ag,4,CCSD(T),0.0,347.529147314912,974.2191974730963,1046.3727512859136
Ag,6,PBE,0.0,231.9499599999997,690.3675400000004,1156.12256
Ag,6,PBE-D2,0.0,165.34759000000145,608.3538200000014,1097.1287800000002
Ag,6,PBE-DDSC,0.0,196.34351000000015,624.7801299999995,1153.460599999999
Ag,6,PBE-D30,0.0,193.07889000000068,679.7947999999998,1140.2989899999998
Ag,6,PBE-D3,0.0,177.5421399999999,603.5849899999998,1158.2991000000006
Ag,6,PBE-TS,0.0,193.93521000000112,693.8312800000012,1144.3563800000013
Ag,6,PBE-TSHI,0.0,192.84994000000034,689.4720700000007,1147.0781900000002
Ag,6,PBE-D4,0.0,171.7461199999999,594.1161099999998,1157.7880300000008
Ag,6,PBE-MBDHI,0.0,175.0333099999999,589.2106500000001,1157.8459099999989
Ag,6,PBE-MBDFI,0.0,171.32834999999957,583.7879599999986,1153.7466699999986
Ag,6,revPBE,0.0,278.34370000000064,795.4009300000005,1137.136690000001
Ag,6,REVPBE-D30,0.0,172.25488000000055,707.5452799999997,1081.35183
Ag,6,revPBE-D3,0.0,160.8983999999989,608.5205600000005,1139.76847
Ag,6,revPBE-D4,0.0,162.3595100000017,600.1622000000016,1138.2999100000006
Ag,6,PBEsol,0.0,180.90538000000043,536.5983300000004,1225.698920000001
Ag,6,PBEsol-D3,0.0,159.6306099999989,509.18197999999927,1230.8027700000005
Ag,6,PBEsol-D4,0.0,168.1209500000005,520.0422300000014,1228.8599400000014
Ag,6,vdW-DF,0.0,259.95464999999916,817.2785000000005,1058.8329499999993
Ag,6,vdW-DF2,0.0,286.7214400000009,921.717880000001,996.70697
Ag,6,optB86b-vdW,0.0,179.75440999999927,571.2157900000001,1163.7099600000004
Ag,6,rev-vdW-DF2,0.0,197.5770499999996,618.9776599999997,1145.4825899999994
Ag,6,TPSS,0.0,203.48315999999755,552.5301899999988,1221.2601499999992
Ag,6,R2SCAN,0.0,189.9458600000088,572.6650000000006,1210.8775500000065
Ag,6,R2SCAN-D3,0.0,180.1464899999985,559.6599100000077,1213.1510800000028
Ag,6,R2SCAN-D4,0.0,183.20538000000397,563.7815000000046,1212.6113900000064
Ag,6,R2SCAN-RVV10,0.0,161.55773999999212,512.8975399999973,1214.8606100000025
Ag,6,SCAN-rVV10,0.0,196.40655000000606,542.6462800000138,1247.0968500000197
Ag,6,PBE0,0.0,232.11362000000156,661.2781900000009,1306.2359400000005
Ag,6,PBE0-D30,0.0,186.92277999999973,641.7918900000004,1284.0171500000004
Ag,6,PBE0-D3,0.0,176.65138999999996,576.9112200000013,1308.966250000001
Ag,6,PBE0-D4,0.0,181.38737999999853,584.7220699999998,1308.56088
Ag,6,PBE0-TSHI,0.0,194.98081000000056,660.9821199999999,1297.931740000001
Ag,6,PBE0-MBDHI,0.0,186.49515999999977,583.4662300000009,1308.3246800000002
Ag,6,PBE0-MBDFI,0.0,180.5057699999999,573.4806900000002,1304.2560899999992
Ag,6,HSE06,0.0,225.37435000000096,663.4734800000003,1280.9846900000005
Ag,6,HSE06-D4,0.0,175.98635000000053,589.2138899999999,1283.3483700000006
Ag,6,B3LYP,0.0,314.7981200000007,907.0605599999997,1192.0502499999993
Ag,6,B3LYP-D2,0.0,221.55479000000076,792.2413600000002,1109.4589700000004
Ag,6,B3LYP-D30,0.0,223.2888000000006,857.7802000000006,1147.5180199999998
Ag,6,B3LYP-D3,0.0,186.01240000000098,691.77893,1194.0994800000003
Ag,6,B3LYP-D4,0.0,127.57520999999983,523.0785199999985,1157.8049099999994
Ag,6,B2PLYP,0.0,229.63491406581772,688.7187014887186,1287.1515257179685
Ag,6,HF,0.0,411.2181880538436,892.1870022286265,1420.4025722130407
Ag,6,MP2,0.0,71.12653521325147,362.38778579011534,1558.470149096133
Ag,6,CCSD,0.0,266.95281077919424,649.0743455973167,1471.295641909656
Ag,6,CCSD(T),0.0,171.0576906638397,523.1439721916072,1348.6054805976707
Ag,8,PBE,0.0,-554.6242200000008,-58.924900000000946,-670.770150000001
Ag,8,PBE-D2,0.0,-787.5775000000011,-45.33737999999943,-977.4419099999996
Ag,8,PBE-DDSC,0.0,-707.3218399999987,-89.80466999999948,-845.1593299999995
Ag,8,PBE-D30,0.0,-644.7258400000013,-36.51478000000097,-799.5338700000012
Ag,8,PBE-D3,0.0,-782.1900299999988,-104.23428999999906,-934.5462900000001
Ag,8,PBE-TS,0.0,-610.4506900000003,-34.099219999999875,-757.1729999999999
Ag,8,PBE-TSHI,0.0,-603.6686299999996,-39.03904999999952,-743.7121500000003
Ag,8,PBE-D4,0.0,-805.0378700000014,-109.12417000000119,-961.6465000000005
Ag,8,PBE-MBDHI,0.0,-830.4942000000004,-130.76592,-988.1674399999998
Ag,8,PBE-MBDFI,0.0,-827.5099699999995,-125.33024000000026,-989.7545300000008
Ag,8,revPBE,0.0,-284.3472800000004,22.678559999999237,-365.25971000000015
Ag,8,REVPBE-D30,0.0,-586.883929999999,57.48215000000023,-778.812199999999
Ag,8,revPBE-D3,0.0,-771.0745499999998,-74.12610999999991,-930.8677099999993
Ag,8,revPBE-D4,0.0,-774.5589099999996,-76.82569999999878,-935.3051399999988
Ag,8,PBEsol,0.0,-932.6280199999992,-175.30821999999978,-1091.3179100000007
Ag,8,PBEsol-D3,0.0,-1023.4032100000014,-190.5492800000008,-1194.4172200000019
Ag,8,PBEsol-D4,0.0,-987.6992900000001,-184.49896999999993,-1153.8113600000006
Ag,8,vdW-DF,0.0,-276.5072600000007,65.63595999999983,-364.8365699999996
Ag,8,vdW-DF2,0.0,-116.81512000000005,114.48339000000018,-198.0704899999992
Ag,8,optB86b-vdW,0.0,-851.1547400000002,-110.80306000000029,-1001.3432000000009
Ag,8,rev-vdW-DF2,0.0,-758.00701,-85.8691700000005,-897.0303600000004
Ag,8,TPSS,0.0,-815.8053100000018,-130.10275000000604,-950.1495700000078
Ag,8,R2SCAN,0.0,-857.1639900000037,-128.04101999998352,-1014.8113899999771
Ag,8,R2SCAN-D3,0.0,-899.421220000022,-135.2039399999967,-1062.8347100000042
Ag,8,R2SCAN-D4,0.0,-886.7402200000072,-132.94056000000865,-1048.3293900000206
Ag,8,R2SCAN-RVV10,0.0,-995.6992700000171,-161.02595000000974,-1170.9488900000053
Ag,8,SCAN-rVV10,0.0,-935.1980700000126,-144.22597000000792,-1094.7754299999986
Ag,8,PBE0,0.0,-555.9878099999978,-12.549820000000267,-660.6980299999989
Ag,8,PBE0-D30,0.0,-667.4552300000016,20.954039999999452,-822.5158000000015
Ag,8,PBE0-D3,0.0,-784.0444899999994,-57.32929999999925,-924.995280000001
Ag,8,PBE0-D4,0.0,-763.4282699999985,-53.41131000000132,-901.3124899999987
Ag,8,PBE0-TSHI,0.0,-600.5848399999998,3.3974500000013563,-724.8501499999982
Ag,8,PBE0-MBDHI,0.0,-776.2344699999985,-66.19055999999901,-915.4798
Ag,8,PBE0-MBDFI,0.0,-789.3416799999998,-65.0106899999976,-934.7833899999998
Ag,8,HSE06,0.0,-557.8941100000012,-24.374460000000653,-666.11638
Ag,8,HSE06-D4,0.0,-759.7376100000001,-64.08139000000013,-900.1873899999993
Ag,8,B3LYP,0.0,-103.65037000000044,113.71368000000004,-168.64826000000122
Ag,8,B3LYP-D2,0.0,-429.78497000000004,132.7361999999983,-597.9887200000001
Ag,8,B3LYP-D30,0.0,-335.0308500000008,167.1388199999999,-499.33519
Ag,8,B3LYP-D3,0.0,-648.3148400000011,3.980359999999905,-801.2863899999995
Ag,8,B3LYP-D4,0.0,-986.9600100000007,-145.47883000000007,-1173.7339200000001
Ag,8,B2PLYP,0.0,-669.5612932618903,-24.129539434616248,-833.5909423428008
Ag,8,HF,0.0,356.10840290894015,393.7205777745307,428.20988061894366
Ag,8,MP2,0.0,-1598.7252716395703,-221.73664330466087,-1951.927524535366
Ag,8,CCSD,0.0,-576.9982888259021,62.95874841805403,-661.9969142242451
Ag,8,CCSD(T),0.0,-917.2918706219396,-76.50521968775335,-1095.9910269616944
Cu,4,PBE,0.0,383.89867000000066,1224.5419200000001,1051.0662900000004
Cu,4,PBE-D2,0.0,383.93344000000076,1230.9286900000006,1044.5393900000006
Cu,4,PBE-DDSC,0.0,396.0796699999998,1252.4167200000002,1032.5158300000003
Cu,4,PBE-D30,0.0,374.74712000000034,1218.8118299999999,1065.1351800000004
Cu,4,PBE-D3,0.0,400.86780000000033,1269.5435499999999,1041.6311900000003
Cu,4,PBE-TS,0.0,376.43112999999937,1221.8232799999998,1075.1144099999995
Cu,4,PBE-TSHI,0.0,378.98157000000054,1223.0438600000007,1076.8503700000008
Cu,4,PBE-D4,0.0,403.1806099999997,1274.9176899999998,1040.5556100000001
Cu,4,PBE-MBDHI,0.0,412.11912999999976,1278.8302399999995,1044.34174
Cu,4,PBE-MBDFI,0.0,408.1073899999996,1277.6617100000003,1046.4487499999998
Cu,4,revPBE,0.0,327.1398200000002,1094.5712199999998,1046.2804800000001
Cu,4,REVPBE-D30,0.0,320.74188999999984,1100.5771500000003,1065.6211500000002
Cu,4,revPBE-D3,0.0,364.8744200000005,1192.6619900000003,1025.2798099999998
Cu,4,revPBE-D4,0.0,371.3085300000003,1202.2089700000001,1020.8900100000004
Cu,4,PBEsol,0.0,477.26932000000045,1454.7857200000003,1059.2148200000001
Cu,4,PBEsol-D3,0.0,480.6170800000009,1470.519480000001,1057.6231600000003
Cu,4,PBEsol-D4,0.0,479.548499999999,1464.9988499999988,1058.1827799999992
Cu,4,vdW-DF,0.0,247.8533899999995,893.48003,1035.7041799999997
Cu,4,vdW-DF2,0.0,188.20510000000024,764.1909799999995,1062.0974499999995
Cu,4,optB86b-vdW,0.0,390.0900499999995,1240.7367199999992,1040.6322499999999
Cu,4,rev-vdW-DF2,0.0,364.5426500000002,1173.9150499999998,1049.9646600000005
Cu,4,TPSS,0.0,437.8950000000046,1366.1864900000041,1030.519500000004
Cu,4,R2SCAN,0.0,470.2030699999966,1454.1642800000004,1059.6305099999981
Cu,4,R2SCAN-D3,0.0,471.97592999999927,1461.8520499999975,1058.750940000003
Cu,4,R2SCAN-D4,0.0,471.50408000000255,1459.8478800000053,1059.022260000006
Cu,4,R2SCAN-RVV10,0.0,485.8506600000041,1490.8417400000005,1052.7846400000024
Cu,4,SCAN-rVV10,0.0,484.5286299999998,1530.3847699999978,1079.395070000004
Cu,4,PBE0,0.0,370.64667000000105,1087.27411,1090.7946400000003
Cu,4,PBE0-D30,0.0,363.3183200000012,1084.4300800000005,1105.8306300000006
Cu,4,PBE0-D3,0.0,385.8807400000011,1130.258650000001,1082.658510000001
Cu,4,PBE0-D4,0.0,384.86995999999965,1127.3811499999997,1083.4222799999998
Cu,4,PBE0-TSHI,0.0,366.8187300000003,1085.6122199999998,1115.6973900000003
Cu,4,PBE0-MBDHI,0.0,389.8892300000014,1126.7405800000008,1088.0844400000003
Cu,4,PBE0-MBDFI,0.0,390.8716099999996,1131.5739799999997,1088.4415599999998
Cu,4,HSE06,0.0,368.3365199999997,1068.80823,1086.2656599999996
Cu,4,HSE06-D4,0.0,381.9657300000001,1107.52819,1079.2289900000007
Cu,4,B3LYP,0.0,256.0507300000001,819.6386200000001,1112.4194400000001
Cu,4,B3LYP-D2,0.0,256.09795999999994,828.5804599999996,1103.2835499999997
Cu,4,B3LYP-D30,0.0,245.42316000000054,818.7500000000006,1138.8670100000002
Cu,4,B3LYP-D3,0.0,299.6409599999996,928.3200499999999,1087.3186699999992
Cu,4,B3LYP-D4,0.0,417.61657000000076,1311.4767800000004,1032.6300900000006
Cu,4,B2PLYP,0.0,369.7492646501753,1130.1607294870132,1129.7637057721975
Cu,4,HF,0.0,100.72423803703437,335.72388135807665,1001.8200839790676
Cu,4,MP2,0.0,555.6950414290058,1598.43225500143,1270.7862539823395
Cu,4,CCSD,0.0,372.2435882377704,1052.4517203618632,1174.042067616343
Cu,4,CCSD(T),0.0,463.4838848180158,1237.63882546313,1048.961992672993
Cu,6,PBE,0.0,141.58512000000024,262.920750000001,1142.5664300000005
Cu,6,PBE-D2,0.0,99.99855999999951,257.8694299999995,1131.8819199999996
Cu,6,PBE-DDSC,0.0,111.08480000000043,213.99556999999982,1139.1317599999998
Cu,6,PBE-D30,0.0,120.77804000000114,290.23873000000043,1145.31732
Cu,6,PBE-D3,0.0,105.42913999999826,212.41911999999985,1146.8367099999987
Cu,6,PBE-TS,0.0,110.99849000000006,291.2797499999993,1145.8607999999995
