Metal,Cluster,Method,Energy_1(meV),Energy_2(meV),Energy_3(meV),Energy_4(meV)
Cu,6,PBE-TSHI,0.0,116.58450999999914,293.7694199999985,1151.6257299999993
Cu,6,PBE-D4,0.0,101.26621000000036,206.62220999999903,1147.12413
Cu,6,PBE-MBDHI,0.0,98.31827000000004,198.64143000000035,1151.6513200000009
Cu,6,PBE-MBDFI,0.0,97.59117000000117,197.75953000000078,1147.404250000001
Cu,6,revPBE,0.0,189.7962100000008,360.8563700000005,1138.4937300000004
Cu,6,REVPBE-D30,0.0,107.3858000000012,380.8827100000016,1132.29441
Cu,6,revPBE-D3,0.0,108.59514000000026,248.8210500000001,1146.6943199999998
Cu,6,revPBE-D4,0.0,100.73509000000058,232.15528000000063,1144.3139900000006
Cu,6,PBEsol,0.0,64.57845000000084,71.60067000000048,1170.4635299999993
Cu,6,PBEsol-D3,0.0,55.793379999999004,60.79115999999907,1175.0452599999992
Cu,6,PBEsol-D4,0.0,59.0478499999989,64.72074000000028,1173.3252899999993
Cu,6,vdW-DF,0.0,228.5134400000004,521.6845299999999,1098.6925299999991
Cu,6,vdW-DF2,0.0,300.98246999999924,716.37344,1058.82628
Cu,6,optB86b-vdW,0.0,110.74489000000031,210.48890000000054,1143.0270600000006
Cu,6,rev-vdW-DF2,0.0,134.34051999999986,271.54652999999973,1133.0249499999998
Cu,6,TPSS,0.0,92.0445400000034,77.68589000000503,1181.1617100000049
Cu,6,R2SCAN,0.0,83.05354000000165,110.63818000000225,1201.364599999998
Cu,6,R2SCAN-D3,0.0,78.58749999999759,104.97905999999801,1203.4035299999957
Cu,6,R2SCAN-D4,0.0,79.96074999999792,106.71467999999606,1202.8775499999965
Cu,6,R2SCAN-RVV10,0.0,61.53823000000358,66.32992000000115,1201.055100000005
Cu,6,SCAN-rVV10,0.0,110.97275999999567,99.4656999999961,1234.2264300000068
Cu,6,PBE0,0.0,141.5856299999998,345.95397,1347.5335399999988
Cu,6,PBE0-D30,0.0,107.24710000000037,369.2529699999998,1347.60625
Cu,6,PBE0-D3,0.0,107.74760999999877,300.345179999999,1352.8557799999987
Cu,6,PBE0-D4,0.0,110.61675000000015,304.3032300000004,1352.6338700000001
Cu,6,PBE0-TSHI,0.0,118.46965999999881,375.98091999999997,1360.4746999999993
Cu,6,PBE0-MBDHI,0.0,108.22437000000029,299.2029600000006,1357.0989200000004
Cu,6,PBE0-MBDFI,0.0,104.52429999999957,293.6154599999998,1352.5303999999992
Cu,6,HSE06,0.0,133.32409000000035,345.4632399999991,1326.3739599999997
Cu,6,HSE06-D4,0.0,103.56448000000107,305.5370600000007,1331.432340000001
Cu,6,B3LYP,0.0,256.6517400000006,653.0642100000001,1267.9828900000007
Cu,6,B3LYP-D2,0.0,198.4305899999992,645.9924099999998,1253.0246099999988
Cu,6,B3LYP-D30,0.0,186.95216999999963,687.8410000000006,1266.8943800000002
Cu,6,B3LYP-D3,0.0,165.83645000000047,524.0215599999996,1274.7820199999999
Cu,6,B3LYP-D4,0.0,70.63134999999932,164.59393000000057,1149.7777500000002
Cu,6,B2PLYP,0.0,151.40675232789297,374.2732376878829,1336.0260915481176
Cu,6,HF,0.0,348.38554239975474,774.9046874690753,1423.346432010534
Cu,6,MP2,0.0,3.0926369764693504,75.3016595369626,1689.3665627298303
Cu,6,CCSD,0.0,186.18828784867608,408.41704505718485,1494.536382642377
Cu,6,CCSD(T),0.0,44.34523893766432,193.7862378273254,1340.7251204283973
Cu,8,PBE,0.0,-1275.31604,-224.83775999999978,-1442.4721200000015
Cu,8,PBE-D2,0.0,-1351.8878600000014,-183.69987000000165,-1567.270760000003
Cu,8,PBE-DDSC,0.0,-1397.2321100000008,-244.52300000000093,-1582.9482299999995
Cu,8,PBE-D30,0.0,-1276.902500000002,-219.6421700000002,-1451.6479700000034
Cu,8,PBE-D3,0.0,-1420.8651099999977,-251.6477299999984,-1610.1682799999999
Cu,8,PBE-TS,0.0,-1282.7095499999998,-253.68375000000043,-1447.3950399999999
Cu,8,PBE-TSHI,0.0,-1272.1226100000003,-257.579149999998,-1431.5129300000003
Cu,8,PBE-D4,0.0,-1437.5030399999994,-254.88542999999808,-1629.3577099999973
Cu,8,PBE-MBDHI,0.0,-1486.5825099999981,-284.5999999999975,-1685.6089799999977
Cu,8,PBE-MBDFI,0.0,-1496.9980199999995,-283.44632999999675,-1700.255379999998
Cu,8,revPBE,0.0,-1035.7016899999999,-158.5549300000011,-1172.4517300000023
Cu,8,REVPBE-D30,0.0,-1139.9609100000027,-159.23852000000238,-1322.3100300000006
Cu,8,revPBE-D3,0.0,-1357.0772300000017,-218.39355000000182,-1543.6274999999996
Cu,8,revPBE-D4,0.0,-1389.876789999999,-226.31629999999703,-1582.8715999999972
Cu,8,PBEsol,0.0,-1694.935349999998,-339.1812600000002,-1910.5489200000002
Cu,8,PBEsol-D3,0.0,-1737.6809699999994,-344.6482199999998,-1958.108639999999
Cu,8,PBEsol-D4,0.0,-1722.0323999999998,-342.6728099999998,-1940.6968300000003
Cu,8,vdW-DF,0.0,-777.855240000001,-58.090750000001634,-889.9744100000007
Cu,8,vdW-DF2,0.0,-446.0366499999999,35.71144000000004,-523.4585899999997
Cu,8,optB86b-vdW,0.0,-1437.7587800000003,-237.63785000000047,-1623.3698000000009
Cu,8,rev-vdW-DF2,0.0,-1326.79554,-210.05224,-1498.8538
Cu,8,TPSS,0.0,-1623.8921000000062,-301.1846500000104,-1823.7893600000064
Cu,8,R2SCAN,0.0,-1607.7458099999972,-305.95561999999177,-1817.9475000000025
Cu,8,R2SCAN-D3,0.0,-1629.0062300000018,-308.8481599999966,-1841.7087899999983
Cu,8,R2SCAN-D4,0.0,-1622.8682900000138,-307.9624500000051,-1834.8018500000053
Cu,8,R2SCAN-RVV10,0.0,-1707.3208999999993,-327.367449999997,-1929.7678799999999
Cu,8,SCAN-rVV10,0.0,-1635.5893000000065,-294.9457699999982,-1850.4568000000036
Cu,8,PBE0,0.0,-1179.6239299999982,-164.03082999999796,-1332.3773699999997
Cu,8,PBE0-D30,0.0,-1204.8536,-165.4994799999976,-1373.2097599999981
Cu,8,PBE0-D3,0.0,-1316.6004499999992,-188.40635000000105,-1489.5751200000013
Cu,8,PBE0-D4,0.0,-1305.7255800000007,-186.37507000000042,-1476.9092899999982
Cu,8,PBE0-TSHI,0.0,-1172.5656999999999,-195.4150100000014,-1316.8520900000012
Cu,8,PBE0-MBDHI,0.0,-1334.0340300000016,-204.73564999999994,-1515.4175599999994
Cu,8,PBE0-MBDFI,0.0,-1363.3363799999997,-207.03526999999866,-1548.3237900000013
Cu,8,HSE06,0.0,-1185.1719799999998,-176.96341999999987,-1341.6019000000006
Cu,8,HSE06-D4,0.0,-1306.5954600000005,-198.37826000000192,-1480.696400000003
Cu,8,B3LYP,0.0,-625.3930499999996,-22.65330999999904,-726.4805500000016
Cu,8,B3LYP-D2,0.0,-732.5935900000004,34.93974000000222,-901.1986299999996
Cu,8,B3LYP-D30,0.0,-690.9054599999997,-30.268149999997718,-824.2462599999989
Cu,8,B3LYP-D3,0.0,-984.7399100000018,-90.85865000000126,-1142.6888599999997
Cu,8,B3LYP-D4,0.0,-1557.4015099999983,-277.4206600000007,-1768.0726900000004
Cu,8,B2PLYP,0.0,-1246.5028359343405,-163.9762428392167,-1442.854637632289
Cu,8,HF,0.0,8.384127566336472,294.19661918139514,46.79766370119428
Cu,8,MP2,0.0,-2041.7426227007738,-273.0585560184245,-2384.327495046993
Cu,8,CCSD,0.0,-1014.5192922252777,-10.057289801248853,-1150.8618789992183
Cu,8,CCSD(T),0.0,-1558.2243258236933,-254.5238473486719,-1806.715897246272
